label,f0,f1,f2,f3,f4,f5,f6,f7,f8,f9,f10,f11,f12,f13,f14,f15,f16,f17,f18,f19,f20,f21,f22,f23,f24,f25,f26,f27,f28,f29,f30,f31,f32,f33,f34,f35,f36,f37,f38,f39,f40,f41,f42,f43,f44,f45,f46,f47,f48,f49,f50,f51,f52,f53,f54,f55,f56,f57,f58,f59,f60,f61,f62
No,0.0,0.0,0.0,-0.070683,-0.139525,-0.028911,-0.096979,-0.355327,-0.039486,-0.099485,-0.489229,-0.052691,-0.120927,-0.590219,-0.063827,0.009362,-0.496835,-0.028415,0.020111,-0.703672,-0.07086,0.030016,-0.83433,-0.094058,0.03855,-0.945863,-0.105567,0.076527,-0.455508,-0.04234,0.124126,-0.681828,-0.098441,0.150722,-0.836412,-0.130593,0.17874,-0.973698,-0.141295,0.132151,-0.363197,-0.059871,0.117169,-0.414821,-0.128513,0.047741,-0.314711,-0.135794,0.008271,-0.252506,-0.117169,0.175023,-0.246335,-0.079161,0.159302,-0.29645,-0.120288,0.105981,-0.240902,-0.11138,0.074881,-0.209933,-0.092145
No,0.0,0.0,0.0,-0.069846,-0.138955,-0.026692,-0.097353,-0.355203,-0.037405,-0.100456,-0.489679,-0.051352,-0.121263,-0.591156,-0.062988,0.008983,-0.500292,-0.02688,0.017837,-0.705157,-0.070455,0.027045,-0.833554,-0.09513,0.036031,-0.943936,-0.107807,0.075562,-0.457246,-0.042075,0.123767,-0.681482,-0.100062,0.150317,-0.835789,-0.13389,0.178807,-0.973019,-0.145813,0.130575,-0.364612,-0.060527,0.116945,-0.420017,-0.129639,0.045224,-0.318598,-0.135559,0.00526,-0.25435,-0.115934,0.172689,-0.248238,-0.080663,0.157524,-0.298194,-0.121605,0.102736,-0.242264,-0.111562,0.071564,-0.212655,-0.091324
No,0.0,0.0,0.0,-0.070899,-0.135787,-0.027613,-0.099627,-0.356684,-0.039266,-0.103669,-0.492893,-0.054265,-0.125076,-0.592691,-0.067016,0.00429,-0.502149,-0.027716,0.012376,-0.707161,-0.072185,0.02124,-0.832659,-0.097333,0.030799,-0.940325,-0.110175,0.071774,-0.459647,-0.042515,0.120112,-0.683195,-0.101546,0.146644,-0.836889,-0.13527,0.175702,-0.973421,-0.1469,0.12815,-0.367942,-0.06081,0.109949,-0.423702,-0.129714,0.0371,-0.322158,-0.135116,-0.002146,-0.256743,-0.115228,0.171917,-0.253945,-0.081085,0.15111,-0.299884,-0.120522,0.097894,-0.24476,-0.110375,0.070714,-0.218048,-0.090532
No,0.0,0.0,0.0,-0.070572,-0.138482,-0.027529,-0.099872,-0.358761,-0.03858,-0.105226,-0.494345,-0.052979,-0.127062,-0.59333,-0.064986,0.004962,-0.503517,-0.027634,0.014388,-0.710943,-0.072748,0.0243,-0.838822,-0.098687,0.033995,-0.948824,-0.111922,0.073846,-0.460983,-0.041488,0.121379,-0.684523,-0.101338,0.149736,-0.837403,-0.136492,0.179297,-0.972358,-0.149577,0.131706,-0.370363,-0.058713,0.113918,-0.4248,-0.128172,0.040859,-0.323276,-0.135309,0.000217,-0.257341,-0.116785,0.177307,-0.257583,-0.077908,0.156522,-0.298456,-0.118543,0.10153,-0.24402,-0.11034,0.071862,-0.218552,-0.091822
No,0.0,0.0,0.0,-0.068727,-0.137848,-0.028288,-0.096304,-0.356556,-0.040434,-0.10044,-0.494259,-0.055828,-0.120875,-0.593795,-0.068761,0.007611,-0.50184,-0.028257,0.017077,-0.706072,-0.073069,0.027032,-0.832701,-0.098809,0.037347,-0.943021,-0.112313,0.074984,-0.459056,-0.042603,0.122897,-0.682296,-0.103721,0.150781,-0.834624,-0.139559,0.181054,-0.971508,-0.152941,0.130855,-0.36715,-0.060221,0.11867,-0.423662,-0.131789,0.044218,-0.324523,-0.138442,0.002075,-0.2629,-0.119029,0.174614,-0.251362,-0.079692,0.160005,-0.299162,-0.121763,0.105244,-0.24487,-0.112572,0.074472,-0.219132,-0.09298
No,0.0,0.0,0.0,-0.070788,-0.136984,-0.029697,-0.101735,-0.354902,-0.041351,-0.108642,-0.49096,-0.05539,-0.128248,-0.59204,-0.066763,0.004235,-0.500527,-0.03181,0.014186,-0.708963,-0.079047,0.023896,-0.839205,-0.106363,0.03302,-0.951401,-0.120321,0.072777,-0.460809,-0.044001,0.119087,-0.685581,-0.105009,0.146907,-0.838779,-0.140148,0.174959,-0.972593,-0.153139,0.130039,-0.372892,-0.059713,0.113997,-0.429712,-0.130135,0.041498,-0.326987,-0.137262,0.001818,-0.260918,-0.118602,0.175221,-0.261243,-0.077527,0.156665,-0.303499,-0.120213,0.10049,-0.247189,-0.113013,0.070379,-0.218864,-0.094702
No,0.0,0.0,0.0,-0.0681,-0.13957,-0.029226,-0.097003,-0.356362,-0.041176,-0.104105,-0.490853,-0.055931,-0.124366,-0.590682,-0.068007,0.008486,-0.499517,-0.030428,0.018454,-0.706696,-0.077758,0.028113,-0.836527,-0.105278,0.037314,-0.949053,-0.119348,0.077105,-0.458663,-0.043461,0.123088,-0.68356,-0.104264,0.150301,-0.836634,-0.139519,0.178609,-0.972015,-0.152598,0.134658,-0.369631,-0.060084,0.118438,-0.425806,-0.130345,0.046988,-0.322166,-0.137387,0.008134,-0.255282,-0.118682,0.17993,-0.2575,-0.078849,0.160282,-0.29791,-0.120228,0.104888,-0.242572,-0.112189,0.07571,-0.215497,-0.093535
No,0.0,0.0,0.0,-0.069367,-0.138483,-0.032312,-0.098593,-0.353514,-0.045864,-0.104943,-0.490399,-0.062059,-0.125243,-0.592894,-0.075861,0.005598,-0.502243,-0.032351,0.016868,-0.714624,-0.079423,0.026582,-0.842959,-0.106693,0.034814,-0.95406,-0.120245,0.076113,-0.463307,-0.043718,0.121172,-0.689945,-0.102338,0.147868,-0.841651,-0.136015,0.173409,-0.973624,-0.148278,0.134539,-0.376083,-0.059249,0.113522,-0.440841,-0.128981,0.042419,-0.330275,-0.137288,0.004518,-0.255561,-0.119467,0.179836,-0.265004,-0.077198,0.156635,-0.314564,-0.119888,0.101824,-0.25426,-0.113591,0.073885,-0.216148,-0.095915
No,0.0,0.0,0.0,-0.067251,-0.133605,-0.030471,-0.09647,-0.347082,-0.044692,-0.10207,-0.478803,-0.061498,-0.120758,-0.5799,-0.075629,0.00983,-0.492049,-0.034624,0.018201,-0.697054,-0.083454,0.026616,-0.825808,-0.111806,0.035716,-0.937761,-0.12664,0.077813,-0.451029,-0.048442,0.124869,-0.676825,-0.111859,0.151747,-0.831788,-0.148564,0.182106,-0.969752,-0.162536,0.133874,-0.360467,-0.065498,0.120174,-0.421354,-0.137842,0.046182,-0.317519,-0.143085,0.006667,-0.250591,-0.122838,0.177766,-0.245363,-0.084707,0.161528,-0.294408,-0.127693,0.106231,-0.238011,-0.11777,0.077054,-0.210386,-0.097382
No,0.0,0.0,0.0,-0.070277,-0.135361,-0.028933,-0.101446,-0.35176,-0.040821,-0.10808,-0.483939,-0.055575,-0.12627,-0.583851,-0.067806,0.003753,-0.496586,-0.028741,0.012136,-0.699506,-0.074239,0.020626,-0.825382,-0.100757,0.02905,-0.935713,-0.114426,0.071253,-0.458045,-0.042402,0.117056,-0.683626,-0.101693,0.143207,-0.83807,-0.13622,0.171082,-0.973946,-0.148861,0.127923,-0.370571,-0.059577,0.111675,-0.433405,-0.128317,0.041628,-0.32582,-0.133965,0.004233,-0.254838,-0.114591,0.172446,-0.259274,-0.078943,0.152792,-0.308503,-0.119636,0.099317,-0.249526,-0.110183,0.071535,-0.218454,-0.090583
No,0.0,0.0,0.0,-0.069791,-0.138151,-0.024623,-0.098014,-0.353983,-0.034282,-0.102392,-0.484108,-0.047789,-0.12348,-0.581411,-0.058923,0.005379,-0.498691,-0.022949,0.012058,-0.697884,-0.06743,0.020106,-0.821621,-0.094119,0.028562,-0.929074,-0.108248,0.071596,-0.457883,-0.03877,0.117583,-0.682624,-0.097644,0.142977,-0.83737,-0.132854,0.170561,-0.97445,-0.14614,0.127614,-0.368274,-0.057889,0.110746,-0.431683,-0.126105,0.039961,-0.3276,-0.131781,0.002108,-0.257892,-0.112615,0.171926,-0.256579,-0.078874,0.151319,-0.30724,-0.118715,0.098788,-0.250456,-0.10905,0.072416,-0.221818,-0.089624
No,0.0,0.0,0.0,-0.068887,-0.142073,-0.028082,-0.096479,-0.354823,-0.040159,-0.10119,-0.486677,-0.055959,-0.122712,-0.584552,-0.069523,0.0074,-0.499219,-0.025636,0.014639,-0.702547,-0.071118,0.023272,-0.829581,-0.098472,0.032445,-0.940593,-0.112966,0.074777,-0.458015,-0.040399,0.120635,-0.684932,-0.099254,0.147393,-0.838662,-0.133708,0.17546,-0.973487,-0.146757,0.1317,-0.367946,-0.059023,0.115377,-0.434426,-0.129009,0.044889,-0.327109,-0.135525,0.006219,-0.252478,-0.116537,0.17653,-0.255432,-0.079804,0.158044,-0.312161,-0.121779,0.103665,-0.254758,-0.112805,0.074328,-0.219772,-0.09359
No,0.0,0.0,0.0,-0.067609,-0.141841,-0.029157,-0.095255,-0.355324,-0.041561,-0.101096,-0.487779,-0.057447,-0.121061,-0.5875,-0.070979,0.008561,-0.499766,-0.026036,0.015718,-0.700362,-0.071535,0.024432,-0.827241,-0.099327,0.033606,-0.939597,-0.114191,0.075827,-0.459137,-0.040139,0.120553,-0.685629,-0.098396,0.146849,-0.839163,-0.132578,0.173175,-0.974074,-0.145568,0.132853,-0.369615,-0.058265,0.115701,-0.438474,-0.128351,0.044837,-0.331278,-0.135329,0.004547,-0.256584,-0.116621,0.177374,-0.25699,-0.078612,0.159814,-0.31458,-0.120671,0.104527,-0.258809,-0.111819,0.073385,-0.224446,-0.092646
No,0.0,0.0,0.0,-0.067042,-0.139892,-0.028742,-0.094222,-0.355112,-0.040502,-0.100313,-0.48688,-0.055767,-0.120736,-0.584718,-0.06877,0.009757,-0.499344,-0.025589,0.017465,-0.702072,-0.071008,0.025899,-0.828638,-0.098348,0.034393,-0.940112,-0.112565,0.077455,-0.459275,-0.039462,0.122539,-0.686337,-0.0972,0.148787,-0.839939,-0.130975,0.174933,-0.974078,-0.143426,0.135075,-0.371406,-0.057384,0.1158,-0.438365,-0.126376,0.0459,-0.328376,-0.133387,0.007481,-0.252317,-0.114786,0.180107,-0.261134,-0.07758,0.15852,-0.31527,-0.118688,0.103804,-0.255339,-0.110153,0.075181,-0.21819,-0.091283
No,0.0,0.0,0.0,-0.070101,-0.143856,-0.027277,-0.100153,-0.357397,-0.038823,-0.107827,-0.488264,-0.053921,-0.126306,-0.58721,-0.066719,0.00404,-0.500758,-0.026172,0.013674,-0.704531,-0.071804,0.022803,-0.830727,-0.099637,0.030593,-0.940766,-0.114061,0.071354,-0.461048,-0.039992,0.116176,-0.687637,-0.096816,0.142262,-0.841757,-0.130571,0.167179,-0.975427,-0.143502,0.128712,-0.374708,-0.057603,0.110467,-0.450918,-0.125323,0.041749,-0.337949,-0.132151,0.004315,-0.258224,-0.113931,0.174104,-0.265663,-0.07728,0.154648,-0.327911,-0.118724,0.100557,-0.265829,-0.110356,0.071856,-0.224479,-0.09143
No,0.0,0.0,0.0,-0.068509,-0.142208,-0.026692,-0.096301,-0.357713,-0.037803,-0.10114,-0.489435,-0.052712,-0.121799,-0.588194,-0.065488,0.007619,-0.499568,-0.023403,0.015079,-0.702476,-0.067313,0.023924,-0.828489,-0.093934,0.033032,-0.938766,-0.107988,0.074121,-0.459821,-0.038296,0.118759,-0.68765,-0.094858,0.14529,-0.841406,-0.128118,0.172282,-0.974968,-0.14056,0.130794,-0.371373,-0.056966,0.113772,-0.444586,-0.125296,0.044107,-0.335204,-0.131745,0.005597,-0.257877,-0.113017,0.175274,-0.259946,-0.077632,0.157572,-0.321895,-0.119096,0.103274,-0.263307,-0.110032,0.073989,-0.225489,-0.090771
No,0.0,0.0,0.0,-0.068421,-0.145093,-0.023531,-0.097538,-0.361191,-0.032599,-0.104452,-0.491422,-0.046041,-0.126397,-0.587622,-0.057542,0.006592,-0.502891,-0.019582,0.014699,-0.704664,-0.062735,0.023989,-0.830301,-0.089083,0.03213,-0.940316,-0.102745,0.073677,-0.462704,-0.035071,0.118329,-0.69028,-0.090946,0.144796,-0.843485,-0.124151,0.170419,-0.975886,-0.136398,0.131293,-0.375431,-0.054198,0.111778,-0.450539,-0.121671,0.042888,-0.338887,-0.128596,0.005165,-0.259479,-0.11015,0.176486,-0.265454,-0.07503,0.157099,-0.328964,-0.115255,0.101138,-0.267507,-0.105983,0.070837,-0.226254,-0.086633
No,0.0,0.0,0.0,-0.069819,-0.145364,-0.02526,-0.098052,-0.359723,-0.036144,-0.103204,-0.488593,-0.051079,-0.123468,-0.585276,-0.064131,0.007257,-0.498552,-0.022933,0.015172,-0.70239,-0.066845,0.02397,-0.827686,-0.093286,0.032577,-0.936447,-0.106922,0.073369,-0.457807,-0.038473,0.11805,-0.686647,-0.094802,0.144009,-0.841397,-0.127995,0.170676,-0.975299,-0.140222,0.129691,-0.36934,-0.0576,0.113155,-0.445395,-0.125676,0.044221,-0.334973,-0.131855,0.006194,-0.255548,-0.112865,0.174155,-0.257413,-0.07854,0.155775,-0.32287,-0.119725,0.101857,-0.261667,-0.109909,0.072891,-0.220707,-0.089943
No,0.0,0.0,0.0,-0.066886,-0.143244,-0.025478,-0.09512,-0.356113,-0.035149,-0.101251,-0.485042,-0.048886,-0.121214,-0.580895,-0.060632,0.006252,-0.498603,-0.019771,0.01409,-0.700582,-0.062313,0.02238,-0.826893,-0.088097,0.030437,-0.937754,-0.101498,0.072966,-0.459347,-0.034856,0.117221,-0.688833,-0.090557,0.142528,-0.842295,-0.123969,0.168616,-0.976207,-0.136338,0.130507,-0.37245,-0.053764,0.111107,-0.443567,-0.121643,0.042178,-0.331822,-0.128842,0.005776,-0.255409,-0.110609,0.176136,-0.263175,-0.074537,0.15498,-0.324409,-0.114852,0.099317,-0.259539,-0.105414,0.071086,-0.218278,-0.08615
No,0.0,0.0,0.0,-0.067113,-0.144977,-0.026646,-0.094672,-0.355052,-0.0371,-0.101697,-0.483678,-0.051684,-0.121157,-0.577781,-0.064139,0.006575,-0.497836,-0.020434,0.014916,-0.701413,-0.064149,0.02334,-0.828557,-0.090701,0.031118,-0.940139,-0.104407,0.073589,-0.457693,-0.034971,0.118292,-0.686936,-0.091436,0.143347,-0.840963,-0.125231,0.168345,-0.976048,-0.137808,0.131047,-0.370788,-0.053609,0.112506,-0.442547,-0.122251,0.042471,-0.330623,-0.129577,0.004704,-0.254609,-0.111122,0.176575,-0.262065,-0.074256,0.155759,-0.322183,-0.114871,0.099314,-0.258193,-0.105729,0.070088,-0.218068,-0.08654
No,0.0,0.0,0.0,-0.06583,-0.140318,-0.027968,-0.094187,-0.347526,-0.039689,-0.101377,-0.475679,-0.055077,-0.119494,-0.572898,-0.0681,0.005721,-0.495931,-0.023998,0.015709,-0.702034,-0.068706,0.024188,-0.829604,-0.095115,0.031055,-0.940503,-0.108041,0.073104,-0.456117,-0.037729,0.119618,-0.686907,-0.094626,0.144747,-0.841749,-0.12818,0.169086,-0.975558,-0.140345,0.129751,-0.368843,-0.055481,0.114002,-0.442705,-0.1246,0.043481,-0.331528,-0.131595,0.006018,-0.258453,-0.112616,0.174721,-0.258565,-0.075146,0.159362,-0.3232,-0.115796,0.102371,-0.259211,-0.105883,0.072437,-0.220325,-0.085856
No,0.0,0.0,0.0,-0.066058,-0.144317,-0.025844,-0.093607,-0.355847,-0.036373,-0.099195,-0.484808,-0.05109,-0.118228,-0.581438,-0.06361,0.008525,-0.497497,-0.020561,0.016888,-0.699893,-0.064208,0.024798,-0.827166,-0.090633,0.031988,-0.93921,-0.104397,0.075013,-0.457635,-0.035843,0.12005,-0.686758,-0.092412,0.14523,-0.841018,-0.125997,0.17064,-0.975554,-0.138478,0.13178,-0.369697,-0.055062,0.113811,-0.442802,-0.123607,0.043996,-0.331034,-0.130139,0.006607,-0.254656,-0.111242,0.176429,-0.259009,-0.076204,0.15722,-0.322198,-0.116796,0.101398,-0.259308,-0.106954,0.072577,-0.219288,-0.087256
No,0.0,0.0,0.0,-0.067367,-0.144361,-0.025159,-0.095985,-0.356008,-0.035222,-0.101482,-0.484935,-0.049682,-0.121013,-0.580426,-0.061954,0.00672,-0.497628,-0.019388,0.014903,-0.699746,-0.062399,0.023176,-0.82655,-0.088333,0.031426,-0.938132,-0.101973,0.073624,-0.45756,-0.035149,0.11904,-0.687081,-0.092164,0.14451,-0.841259,-0.126166,0.170983,-0.975423,-0.138977,0.1307,-0.369079,-0.054719,0.114252,-0.442264,-0.124017,0.044103,-0.330294,-0.130602,0.006665,-0.253264,-0.111623,0.175512,-0.257418,-0.076089,0.15711,-0.320656,-0.117329,0.101062,-0.257417,-0.107475,0.071804,-0.217301,-0.087717
No,0.0,0.0,0.0,-0.06724,-0.142128,-0.024483,-0.094622,-0.356752,-0.033488,-0.100248,-0.486545,-0.046742,-0.12158,-0.581553,-0.057989,0.007924,-0.499105,-0.018772,0.016225,-0.702098,-0.061263,0.024397,-0.828741,-0.087131,0.031953,-0.939543,-0.100502,0.074437,-0.458655,-0.034117,0.119685,-0.687859,-0.089123,0.145172,-0.841855,-0.12221,0.170862,-0.976075,-0.134474,0.131656,-0.371323,-0.053271,0.113915,-0.444865,-0.120661,0.044323,-0.332824,-0.127447,0.006766,-0.255364,-0.108913,0.176946,-0.261768,-0.074217,0.156933,-0.324853,-0.114398,0.101299,-0.260948,-0.10481,0.07255,-0.219405,-0.085325
No,0.0,0.0,0.0,-0.068286,-0.146923,-0.022857,-0.096281,-0.361219,-0.031879,-0.100741,-0.490323,-0.045501,-0.120205,-0.587289,-0.057138,0.007021,-0.498772,-0.019031,0.015464,-0.699684,-0.063558,0.02383,-0.825375,-0.091103,0.031005,-0.935727,-0.105508,0.07312,-0.456835,-0.035462,0.120053,-0.685975,-0.092436,0.144923,-0.84058,-0.12675,0.170103,-0.975475,-0.139692,0.129874,-0.368158,-0.055518,0.112326,-0.446938,-0.123525,0.042659,-0.334273,-0.129689,0.007055,-0.256457,-0.110744,0.174938,-0.257138,-0.077212,0.156655,-0.325315,-0.117069,0.101061,-0.2619,-0.106458,0.073814,-0.221652,-0.086311
No,0.0,0.0,0.0,-0.067183,-0.143733,-0.026416,-0.09576,-0.355297,-0.03617,-0.103149,-0.483211,-0.049517,-0.121427,-0.581072,-0.06044,0.007181,-0.499339,-0.022859,0.017172,-0.704095,-0.067819,0.02645,-0.831258,-0.095109,0.034135,-0.941865,-0.108769,0.073399,-0.458708,-0.036438,0.120141,-0.686691,-0.092882,0.146713,-0.841078,-0.126649,0.17221,-0.975162,-0.139297,0.129859,-0.37183,-0.053997,0.113322,-0.447441,-0.122276,0.04372,-0.336223,-0.130124,0.00713,-0.260577,-0.112092,0.174657,-0.263144,-0.073389,0.159212,-0.326862,-0.114257,0.102884,-0.265643,-0.105685,0.073525,-0.227028,-0.086707
No,0.0,0.0,0.0,-0.068623,-0.145188,-0.026579,-0.097591,-0.356078,-0.037055,-0.103889,-0.485553,-0.051168,-0.121395,-0.583113,-0.062936,0.006298,-0.496697,-0.024163,0.017369,-0.70333,-0.069126,0.026687,-0.83093,-0.096229,0.033913,-0.941245,-0.109806,0.073598,-0.456927,-0.037638,0.120064,-0.68421,-0.094635,0.146091,-0.840531,-0.128864,0.170683,-0.975071,-0.141789,0.130212,-0.370594,-0.054836,0.112803,-0.447551,-0.122811,0.043781,-0.337043,-0.130497,0.006854,-0.258942,-0.112436,0.174607,-0.261691,-0.073904,0.157624,-0.325505,-0.115083,0.101878,-0.265009,-0.106745,0.071699,-0.22403,-0.087679
No,0.0,0.0,0.0,-0.066997,-0.140423,-0.025698,-0.094132,-0.354883,-0.036699,-0.098489,-0.483085,-0.051456,-0.117293,-0.579736,-0.063734,0.010413,-0.494332,-0.025425,0.019235,-0.697364,-0.071257,0.028157,-0.822916,-0.098547,0.036555,-0.932427,-0.112687,0.077089,-0.452097,-0.041157,0.125097,-0.680756,-0.100509,0.151959,-0.836561,-0.135378,0.179553,-0.9725,-0.148342,0.133001,-0.36174,-0.060246,0.117376,-0.434645,-0.129679,0.046254,-0.325994,-0.134639,0.008031,-0.251245,-0.114478,0.176957,-0.248446,-0.081237,0.160408,-0.309473,-0.122308,0.106286,-0.250344,-0.111549,0.078028,-0.216396,-0.090844
No,0.0,0.0,0.0,-0.069121,-0.141167,-0.023268,-0.098736,-0.353448,-0.032577,-0.102557,-0.480965,-0.045815,-0.121754,-0.578213,-0.0566,0.008844,-0.492136,-0.022912,0.015808,-0.694929,-0.067909,0.023313,-0.820783,-0.09525,0.031474,-0.929553,-0.109643,0.075944,-0.45146,-0.039095,0.123572,-0.677907,-0.09709,0.14988,-0.835575,-0.132292,0.17836,-0.973095,-0.145852,0.132094,-0.362067,-0.058368,0.117877,-0.429677,-0.12536,0.047019,-0.322702,-0.130417,0.009342,-0.24862,-0.110987,0.176088,-0.248661,-0.079397,0.159306,-0.303144,-0.118641,0.10456,-0.245459,-0.107731,0.075489,-0.212533,-0.087156
No,0.0,0.0,0.0,-0.068208,-0.138163,-0.026111,-0.098412,-0.349671,-0.038164,-0.103604,-0.479257,-0.053298,-0.121605,-0.582375,-0.06565,0.011347,-0.493017,-0.029385,0.018199,-0.695484,-0.076783,0.026429,-0.824872,-0.105511,0.03573,-0.936267,-0.121233,0.078061,-0.449302,-0.045522,0.127354,-0.674576,-0.106979,0.153494,-0.830541,-0.144133,0.183084,-0.970191,-0.158774,0.133031,-0.35664,-0.0645,0.121623,-0.424811,-0.134236,0.049049,-0.317746,-0.137689,0.011468,-0.248039,-0.116833,0.176546,-0.239915,-0.085328,0.16264,-0.298192,-0.126183,0.108468,-0.239289,-0.113841,0.080928,-0.210576,-0.091948
No,0.0,0.0,0.0,-0.069777,-0.143553,-0.031292,-0.099126,-0.355396,-0.046025,-0.106133,-0.487292,-0.063628,-0.124223,-0.590803,-0.078651,0.009901,-0.496608,-0.033258,0.021783,-0.706482,-0.08193,0.03167,-0.836914,-0.111174,0.039421,-0.949896,-0.126172,0.078544,-0.455708,-0.046127,0.12568,-0.679174,-0.105883,0.154012,-0.836676,-0.140949,0.18057,-0.971362,-0.154434,0.134416,-0.366749,-0.062876,0.119316,-0.438308,-0.131646,0.049752,-0.327552,-0.137494,0.012096,-0.250027,-0.118352,0.177477,-0.253073,-0.082087,0.16348,-0.31074,-0.123433,0.109143,-0.252378,-0.113885,0.079205,-0.21444,-0.093842
No,0.0,0.0,0.0,-0.069763,-0.142508,-0.03192,-0.098972,-0.355313,-0.04644,-0.105705,-0.48829,-0.063712,-0.124693,-0.593172,-0.078542,0.009001,-0.500555,-0.033144,0.020017,-0.710181,-0.081035,0.030764,-0.839726,-0.10946,0.039837,-0.951918,-0.12404,0.078298,-0.460427,-0.045555,0.12501,-0.684316,-0.104891,0.153546,-0.838463,-0.139242,0.180348,-0.971758,-0.152188,0.135124,-0.371724,-0.061998,0.117611,-0.440303,-0.131451,0.04785,-0.328903,-0.138513,0.010132,-0.252596,-0.120089,0.178916,-0.259002,-0.080886,0.161848,-0.313382,-0.122689,0.107161,-0.254896,-0.114376,0.077501,-0.218631,-0.095415
No,0.0,0.0,0.0,-0.071197,-0.142376,-0.031379,-0.101486,-0.35824,-0.045072,-0.108929,-0.490991,-0.061142,-0.129008,-0.592158,-0.074388,0.006407,-0.498398,-0.032845,0.016661,-0.705723,-0.080588,0.026626,-0.834588,-0.108714,0.035896,-0.946145,-0.123381,0.075017,-0.45672,-0.045837,0.124189,-0.681933,-0.106925,0.153227,-0.836088,-0.142708,0.182809,-0.970604,-0.156555,0.131032,-0.366474,-0.062503,0.119377,-0.432033,-0.133725,0.047049,-0.324039,-0.139569,0.007967,-0.252699,-0.119932,0.174803,-0.252207,-0.081407,0.161821,-0.305593,-0.124391,0.107104,-0.246329,-0.114816,0.077995,-0.214475,-0.094733
No,0.0,0.0,0.0,-0.073159,-0.143869,-0.027752,-0.106409,-0.356569,-0.041948,-0.113551,-0.487885,-0.05912,-0.134455,-0.591521,-0.07358,0.003994,-0.494357,-0.034261,0.013347,-0.703206,-0.08427,0.022234,-0.833187,-0.115295,0.031948,-0.945954,-0.132511,0.070062,-0.449987,-0.04972,0.121241,-0.677048,-0.112716,0.150052,-0.831957,-0.150534,0.181251,-0.969244,-0.166477,0.124788,-0.357891,-0.068041,0.118394,-0.432678,-0.139063,0.046011,-0.32488,-0.142361,0.007404,-0.251681,-0.121839,0.168397,-0.242419,-0.088374,0.16327,-0.305807,-0.131489,0.107415,-0.249024,-0.11948,0.076729,-0.21919,-0.097843
No,0.0,0.0,0.0,-0.072947,-0.146323,-0.027638,-0.105272,-0.359861,-0.040734,-0.112379,-0.49073,-0.056851,-0.132963,-0.592008,-0.070354,0.004613,-0.494104,-0.032199,0.014567,-0.703483,-0.081655,0.024141,-0.834027,-0.112327,0.033857,-0.947078,-0.129143,0.071317,-0.450552,-0.047201,0.122114,-0.677095,-0.109101,0.151269,-0.833026,-0.146281,0.182018,-0.969904,-0.161727,0.126184,-0.35979,-0.065377,0.11756,-0.435764,-0.135977,0.046352,-0.324035,-0.140038,0.00974,-0.247539,-0.119912,0.170091,-0.245911,-0.085558,0.161395,-0.308629,-0.128791,0.105879,-0.2484,-0.117763,0.077757,-0.215173,-0.09679
No,0.0,0.0,0.0,-0.075211,-0.149406,-0.022933,-0.107908,-0.362715,-0.032743,-0.115656,-0.492283,-0.046379,-0.134783,-0.593468,-0.05755,0.000823,-0.49723,-0.024347,0.008481,-0.703324,-0.069926,0.017192,-0.831232,-0.098304,0.025996,-0.941589,-0.113812,0.066452,-0.45467,-0.040999,0.117227,-0.681772,-0.098381,0.145299,-0.837369,-0.133679,0.174672,-0.973423,-0.148116,0.12091,-0.36507,-0.060683,0.113177,-0.440535,-0.127116,0.044474,-0.329992,-0.131065,0.008171,-0.253633,-0.111639,0.164566,-0.252095,-0.082068,0.154832,-0.315205,-0.121942,0.100497,-0.255409,-0.110329,0.071515,-0.22154,-0.089539
No,0.0,0.0,0.0,-0.076745,-0.149882,-0.02402,-0.109479,-0.363233,-0.033986,-0.116372,-0.490138,-0.047747,-0.13518,-0.589149,-0.059151,0.000174,-0.503993,-0.024633,0.006922,-0.706555,-0.071053,0.01559,-0.833555,-0.099963,0.023449,-0.943986,-0.115565,0.066473,-0.460555,-0.041037,0.117093,-0.6835,-0.099689,0.144199,-0.837539,-0.135299,0.171986,-0.973728,-0.149248,0.121364,-0.371083,-0.06082,0.109847,-0.442439,-0.129347,0.040375,-0.331111,-0.134682,0.003138,-0.254234,-0.11533,0.165492,-0.258917,-0.082349,0.151127,-0.31691,-0.1235,0.097032,-0.255906,-0.113157,0.068487,-0.222266,-0.092833
No,0.0,0.0,0.0,-0.075018,-0.149365,-0.023552,-0.107966,-0.363529,-0.034184,-0.115111,-0.493235,-0.048789,-0.134311,-0.591396,-0.061096,-0.000154,-0.498646,-0.025788,0.009233,-0.704455,-0.071892,0.018703,-0.831448,-0.100845,0.026867,-0.94141,-0.116572,0.065407,-0.456082,-0.042007,0.115468,-0.682402,-0.100084,0.143963,-0.837629,-0.136001,0.172697,-0.97333,-0.151011,0.120632,-0.367268,-0.061229,0.111211,-0.442537,-0.128397,0.041676,-0.331547,-0.133094,0.004073,-0.254078,-0.114156,0.165183,-0.256543,-0.082232,0.153099,-0.318761,-0.123015,0.099213,-0.257962,-0.112283,0.070956,-0.222516,-0.092062
